card_number,cvv,expiry,ssn,drivers_license,passport,bank_account,routing_number,iban,patient_id,diagnosis_code,medication_id
4111-1136-1357-9222,146,01/30,768-75-5737,D5270486,P3649540,64937701,864965994,DE82067140260121647897,PT170719,ICD10-F80.6,MED489
4111-1399-1863-3921,433,02/24,562-98-9058,D1302533,P1517040,49869819,740209057,DE81962519999012119450,PT251849,ICD10-F43.3,MED997
4111-1605-9772-8610,112,11/30,834-46-9613,D6672238,P9854792,96072893,841369138,DE85749502293840710067,PT647378,ICD10-F85.5,MED135
4111-9637-1219-8700,909,10/27,890-96-7835,D7235464,P8327867,40360136,717270098,DE66291858761138432376,PT321343,ICD10-F78.1,MED997
4111-3422-8848-6831,163,06/26,856-85-1507,D4199715,P9378353,55176026,553335872,DE50293516354286045974,PT146870,ICD10-F96.7,MED994
4111-6459-5802-8028,586,02/24,158-31-2153,D5334370,P6170460,43565616,899861639,DE38661933827248232666,PT491470,ICD10-F73.6,MED417
4111-3259-6121-7825,360,11/25,198-11-2916,D7233348,P2958711,68476325,917621012,DE36080459239941657886,PT538100,ICD10-F49.9,MED590
4111-9453-7295-6776,891,06/25,361-80-8422,D4207684,P6335213,88434898,637635356,DE74555644058184947649,PT257817,ICD10-F18.9,MED805
4111-2998-8461-1554,265,04/25,380-43-2521,D9571774,P3098383,20671564,516188966,DE12238657197438879011,PT540752,ICD10-F37.3,MED874
4111-1356-9282-7025,501,12/24,650-37-1110,D8190179,P5559528,77905590,790055301,DE41341520730760251426,PT763281,ICD10-F43.9,MED346
4111-6427-4254-6838,533,03/29,519-97-5553,D9075680,P3742260,54633079,591703010,DE42285411457069560841,PT252585,ICD10-F40.1,MED537
4111-5850-5736-4775,592,05/29,995-56-4612,D5315875,P4510943,58249611,807708217,DE91854215167327782176,PT483451,ICD10-F46.9,MED301
4111-2031-9436-8847,767,05/25,866-67-5682,D7057573,P8616462,75067119,261758419,DE43963920613021186802,PT379786,ICD10-F96.4,MED643
4111-8191-9291-7066,975,02/24,765-31-1949,D6604361,P4431654,63111469,224539190,DE36928735660819251488,PT960888,ICD10-F31.7,MED500
4111-8781-8994-9730,625,04/27,848-38-5956,D3049531,P1037111,32246548,980084597,DE14490626088730586571,PT997191,ICD10-F81.2,MED393
4111-6171-7697-1112,363,03/29,908-30-1908,D9420534,P2831283,80257503,666083316,DE17659300192089215292,PT713290,ICD10-F37.1,MED704
4111-5445-6548-8692,632,12/27,967-48-6612,D2169524,P6927896,93025464,398841914,DE83739366521734543419,PT463345,ICD10-F70.4,MED231
4111-5897-8330-6807,726,10/25,901-66-2409,D6454673,P8888083,67204576,388502536,DE55153662672580545679,PT121166,ICD10-F10.1,MED290
4111-9334-8921-1972,166,08/24,922-49-2873,D3425534,P7499299,66606375,569902246,DE85657509761916960467,PT838867,ICD10-F68.1,MED680
4111-8758-2042-7209,799,09/28,980-98-6651,D6829146,P3377106,11950444,414162433,DE32491061187910857126,PT474433,ICD10-F66.5,MED107
4111-3257-6074-9806,767,11/26,585-78-3372,D5930733,P8456381,90590005,674156338,DE93396972719525571691,PT675448,ICD10-F73.6,MED441
4111-9496-6027-7446,575,07/24,907-40-8086,D7334614,P7383996,42376339,941905423,DE87298010048848722270,PT207539,ICD10-F12.5,MED196
4111-2461-5774-6253,443,10/27,217-91-1795,D1939515,P3273337,98812435,545384428,DE34114785686433267390,PT871783,ICD10-F43.2,MED987
4111-2248-2230-1807,331,12/25,750-68-4890,D4393420,P3473812,60746051,166835124,DE70131484189025850953,PT181975,ICD10-F61.4,MED498
4111-7612-7417-9574,809,10/28,686-91-3973,D9317620,P8960051,87757852,458358545,DE19772982836585164809,PT186662,ICD10-F35.1,MED970
4111-5580-9887-6384,624,02/27,120-82-7001,D6661865,P4527454,44403777,712636390,DE56118890255514209314,PT788041,ICD10-F89.3,MED763
4111-4794-6734-6355,411,04/26,399-23-5439,D1616454,P7751630,98991236,580023372,DE21837429403527130207,PT106178,ICD10-F96.1,MED233
4111-5491-1983-7118,242,09/24,986-78-9099,D7078907,P7174606,47310007,170737904,DE54125510058696904560,PT507109,ICD10-F17.4,MED674
4111-9547-7784-8815,882,08/26,557-66-8928,D6501755,P4994954,85522773,174570641,DE75315588280263009428,PT549405,ICD10-F75.4,MED816
4111-5285-7915-3537,217,03/29,434-66-5430,D4428992,P3307170,59829700,693604655,DE71662634607480766822,PT681343,ICD10-F28.4,MED486
4111-5059-4475-1173,395,07/26,912-52-7803,D5135921,P8003702,97440361,691435806,DE62669330203277351496,PT665411,ICD10-F82.1,MED382
4111-1117-9178-8974,975,11/26,472-93-5677,D3053169,P9072028,69821743,516537639,DE15371511364977807670,PT963724,ICD10-F96.1,MED749
4111-4381-4136-5566,574,07/27,991-35-6621,D8945296,P1392565,74330261,877077037,DE90516943238993695923,PT114325,ICD10-F83.8,MED556
4111-6371-2031-8713,229,12/25,506-86-6685,D3961711,P8034188,28864983,373787167,DE57849630596704197019,PT959981,ICD10-F36.2,MED223
4111-6252-6175-5582,121,02/30,334-13-8402,D3831042,P8090887,54848077,636325344,DE96019740860222526456,PT195442,ICD10-F87.3,MED298
4111-2403-2310-3639,477,01/28,743-11-1222,D1428700,P7190753,88174137,557071075,DE89274711523543202705,PT909899,ICD10-F66.2,MED799
4111-8473-3335-6959,535,08/25,666-92-7383,D7531947,P5976063,68658741,889127831,DE13559139964022289112,PT882390,ICD10-F29.9,MED248
4111-4677-4616-3623,504,02/29,138-18-5787,D5168993,P4211981,29789145,102116953,DE44313718958835598791,PT155863,ICD10-F96.9,MED546
4111-5895-7525-4907,146,01/25,539-90-6458,D8353339,P5722728,18238492,935611646,DE45410366439245585118,PT204212,ICD10-F93.2,MED678
4111-3751-6176-5355,564,08/24,541-11-6505,D3063740,P2185324,43481682,580047053,DE93805302553987228738,PT126592,ICD10-F12.5,MED430
4111-7504-1094-1127,867,05/28,981-13-5234,D5504720,P1129853,88195373,350397152,DE58428971217437492450,PT404897,ICD10-F88.1,MED398
4111-5943-5399-6474,769,05/30,223-53-5497,D3113153,P1332547,97246392,417660577,DE63348790679908477392,PT720174,ICD10-F99.2,MED106
4111-8448-9556-4182,816,02/27,878-96-8686,D6592785,P1961762,29597209,694322823,DE19746109576277811807,PT933616,ICD10-F63.3,MED269
4111-7539-7584-7215,531,01/24,457-40-8662,D1153981,P6465798,53864490,244971260,DE44403174047510128396,PT157492,ICD10-F66.2,MED389
4111-2651-1810-7029,512,11/26,853-58-6832,D8665288,P5502142,25588718,351426363,DE73075945273321640668,PT819701,ICD10-F11.7,MED743
4111-6603-2833-4752,402,08/24,760-66-7841,D6852473,P1385369,39371047,814583029,DE93269967740528823670,PT797247,ICD10-F12.6,MED978
4111-8511-5220-8680,811,11/24,176-58-9231,D8808982,P6294910,18867562,808688842,DE87671919593416246031,PT909145,ICD10-F12.5,MED233
4111-1899-9398-1867,842,02/24,803-51-4137,D1079415,P7938272,18597852,876210071,DE98358987759314877381,PT947281,ICD10-F27.6,MED304
4111-1014-9361-7678,997,03/27,738-24-7687,D3819887,P2766901,91095348,982770979,DE54621879329704559185,PT610489,ICD10-F52.4,MED528
4111-7393-4897-6843,564,01/30,150-80-6717,D5147904,P8757312,90402178,775548839,DE32531314849846853533,PT622937,ICD10-F95.2,MED769
4111-2572-8202-3417,212,07/30,216-94-6503,D6854104,P3331284,73629103,232004073,DE26157634350683899511,PT349442,ICD10-F78.1,MED532
4111-6685-8506-9489,141,03/26,508-60-5123,D6846044,P7989952,85435540,728661715,DE30568930819466805185,PT515721,ICD10-F14.1,MED230
4111-3186-7196-6202,399,01/25,176-60-5424,D4205558,P8162610,22164996,642140049,DE25875018088800456237,PT344395,ICD10-F98.3,MED183
4111-2412-1003-4349,489,01/25,949-60-7393,D3255091,P5548110,69375667,921953275,DE40758000968291342465,PT919069,ICD10-F47.5,MED404
4111-9848-8662-5247,625,12/24,904-41-6217,D3175519,P3948456,86490234,610478519,DE68495419699954526917,PT734394,ICD10-F49.8,MED413
4111-3129-3222-3117,801,02/28,379-30-1519,D1731662,P3697681,12611285,952725112,DE19338765915346060071,PT792669,ICD10-F47.3,MED634
4111-6806-5325-9211,341,02/27,635-47-4111,D3262568,P2718974,79199474,957404366,DE53212183599590114274,PT211210,ICD10-F61.5,MED777
