card_number,cvv,expiry,ssn,drivers_license,passport,bank_account,routing_number,iban,patient_id,diagnosis_code,medication_id
4111-7154-5856-6421,561,10/31,699-52-7191,D5294559,P6010120,81477079,833601961,DE541699109886647753,PT625323,ICD10-F28.6,MED490
4111-6351-2540-5839,167,08/33,795-72-2710,D3098670,P6169341,80127532,644197843,DE358328758235168694,PT436473,ICD10-F29.2,MED880
4111-7035-5191-4807,746,03/31,985-87-6449,D7058555,P3694575,29201023,168513648,DE424507561801342813,PT662360,ICD10-F66.6,MED756
4111-6826-9518-1388,515,11/31,245-79-9642,D3778451,P9720203,60121001,616660278,DE896684688398491810,PT252117,ICD10-F11.2,MED116
4111-5947-7179-7379,276,05/26,916-31-5590,D3505576,P8517380,28899236,814006300,DE299790808007316528,PT462337,ICD10-F67.4,MED960
4111-1856-9952-6506,366,05/32,601-48-6887,D1163480,P1395599,57466115,159169116,DE183011981791550146,PT135693,ICD10-F13.8,MED561
4111-3261-4674-3876,924,01/25,866-75-2434,D1604782,P4516941,96344346,893198842,DE989256457624807915,PT563756,ICD10-F76.7,MED348
4111-1860-3604-8806,499,10/34,334-48-5672,D3672604,P4637263,79960569,959402209,DE241560958682678797,PT916475,ICD10-F76.5,MED656
4111-6661-1374-2560,224,07/27,819-60-7658,D5766582,P2616891,63283224,155095544,DE431451816595050635,PT599521,ICD10-F44.4,MED393
4111-7514-5117-7309,392,04/30,609-35-2838,D5102594,P9619812,52562160,721681549,DE303517773935387557,PT972701,ICD10-F24.1,MED742
4111-9496-6361-8409,578,08/28,816-27-1622,D6175523,P9413793,57437748,242769944,DE502871154267889149,PT182752,ICD10-F38.1,MED638
4111-2525-3991-2333,779,05/24,408-21-4190,D7465515,P6249755,74208204,149041904,DE777265911213191493,PT560570,ICD10-F94.4,MED751
4111-7336-9587-1521,745,06/28,227-29-7161,D9612302,P3937206,44790283,822551556,DE289699534425265791,PT699995,ICD10-F31.4,MED580
4111-3534-4754-3186,602,11/28,679-98-2447,D8344681,P6441425,41892857,725833984,DE261137070815323380,PT765048,ICD10-F95.5,MED107
4111-5078-8266-8522,560,04/28,765-64-7117,D7631564,P6445494,46001192,453008686,DE829978645572431438,PT590070,ICD10-F89.5,MED582
4111-1804-8255-6056,600,04/27,304-66-1856,D3808324,P8610918,71150367,595999314,DE849033998226680032,PT775976,ICD10-F23.1,MED904
4111-7253-5799-9377,810,04/30,447-94-3870,D7988037,P7814476,86844967,856368857,DE593689093826402837,PT185218,ICD10-F34.7,MED773
4111-3894-9330-9946,168,03/28,992-76-9172,D2227475,P1532823,86543561,346235795,DE609490952584434988,PT133878,ICD10-F45.8,MED368
4111-7276-2489-2629,360,10/34,646-89-9127,D9390877,P2204288,99448884,883541175,DE822621132371667299,PT463788,ICD10-F63.6,MED851
4111-3895-6838-2168,521,06/25,335-48-8108,D2759377,P3790840,56996306,848747718,DE116000579987712159,PT882025,ICD10-F84.1,MED232
4111-9064-1444-9322,217,11/25,315-97-4781,D7722698,P5277183,94837432,789260647,DE539117160757533525,PT484817,ICD10-F90.1,MED200
4111-2828-2873-9990,840,01/31,816-96-3789,D1681414,P2452924,97479425,771256512,DE617190670180370476,PT383500,ICD10-F42.0,MED908
4111-7478-6133-2330,299,05/33,559-86-8875,D7904478,P2064290,79628601,476994288,DE769812456379566681,PT418615,ICD10-F98.3,MED223
4111-3517-6845-1415,533,10/26,208-78-7529,D5830531,P4307700,92805139,672233968,DE393557618366496064,PT370398,ICD10-F72.6,MED798
4111-5866-7657-7924,534,04/28,408-51-7687,D6004704,P4451485,69561257,953717085,DE243758959826129396,PT881074,ICD10-F62.3,MED601
4111-6802-8259-5147,390,02/33,669-85-4458,D9960342,P8222535,64422315,563968454,DE837545663388470954,PT927905,ICD10-F38.1,MED760
4111-1624-7534-6511,943,03/28,198-66-2989,D5814716,P7067752,31182952,583389943,DE968810845531132978,PT921598,ICD10-F12.8,MED235
4111-6288-2844-9771,940,09/34,758-58-1128,D7212725,P6721840,15955287,918399775,DE268068369753109269,PT506251,ICD10-F46.3,MED600
4111-4571-3642-5283,372,01/26,514-67-3932,D2122668,P9040159,94817311,649845853,DE322004228356154064,PT892213,ICD10-F45.3,MED592
4111-5085-9306-2771,579,01/24,453-81-7661,D3718644,P7772124,42777718,389620374,DE834773314518888830,PT363818,ICD10-F18.3,MED107
4111-5041-8891-5766,513,04/25,265-18-3809,D1054792,P3509067,32475943,815872653,DE752325355108719908,PT608126,ICD10-F74.1,MED242
4111-6941-4566-9337,542,07/33,992-36-3138,D8271378,P3837217,70818463,136951294,DE686805739008590250,PT812198,ICD10-F51.2,MED543
4111-4085-4580-8485,214,04/27,787-88-3145,D7773988,P8027835,55707934,991907525,DE355593121646796211,PT228626,ICD10-F13.4,MED301
4111-7208-1000-9873,138,08/31,642-40-8871,D1192738,P9634131,44534635,155877571,DE392879336400332527,PT789413,ICD10-F32.2,MED578
4111-9824-5429-8996,562,10/24,501-19-9015,D7627000,P6906250,71167372,701002553,DE828445740084600641,PT160242,ICD10-F18.2,MED957
4111-2230-9046-5230,775,11/27,817-68-7326,D3067328,P9041875,18903422,864893519,DE802317756434237979,PT113335,ICD10-F83.0,MED663
4111-9373-8343-8289,430,09/32,478-65-8533,D1446882,P1821074,65802005,961641493,DE458253095101035741,PT772579,ICD10-F11.2,MED141
4111-8131-8452-8084,563,07/24,804-96-5272,D1045498,P2701079,32537409,315972895,DE399250321967603634,PT188529,ICD10-F72.5,MED372
4111-6283-9468-9978,964,07/32,911-41-3760,D4756309,P4671561,14953488,411161606,DE692373821552721407,PT247695,ICD10-F22.2,MED456
4111-1435-7926-8318,913,03/27,172-91-1542,D5323724,P8259774,89218166,719979542,DE363094670685010485,PT275778,ICD10-F29.0,MED266
4111-5778-7242-6916,445,05/26,619-67-3045,D6228063,P5538409,89059567,936589956,DE891794411659817984,PT531101,ICD10-F64.6,MED726
4111-3633-5881-7182,643,05/24,599-59-6629,D1879923,P4100174,33109054,201685965,DE961591909869851832,PT621401,ICD10-F24.2,MED110
4111-6565-1562-9026,118,11/25,836-15-1476,D1582415,P2172655,52594653,293321783,DE395528107699501979,PT200820,ICD10-F62.1,MED233
4111-2137-9518-1520,317,08/31,510-62-3082,D1401255,P2678225,37890158,468101795,DE422364295825048885,PT442068,ICD10-F96.6,MED494
4111-7602-1854-9633,416,10/33,485-61-8248,D2861519,P1026758,86904059,997758338,DE882289439828704606,PT570123,ICD10-F35.4,MED627
4111-8592-2489-9446,110,03/34,673-70-6221,D8937999,P2412825,59153259,355647975,DE207425291007942807,PT631422,ICD10-F45.3,MED596
4111-3454-4822-1730,857,08/26,404-96-1052,D1816336,P6827340,32667064,866189114,DE478433710166778496,PT606007,ICD10-F63.5,MED441
4111-9396-9714-3336,263,03/32,680-47-2171,D9054924,P9069210,23684669,161864417,DE668580878638873332,PT502732,ICD10-F69.1,MED141
4111-8609-6132-8270,166,01/31,226-68-3311,D7432703,P1533380,82682843,751086202,DE509211629427639452,PT989103,ICD10-F12.7,MED342
4111-1083-7118-6553,537,09/27,654-21-2178,D5515419,P9849726,80888885,873785940,DE135076157043097194,PT391616,ICD10-F90.1,MED443
4111-6170-2153-3595,888,05/34,568-49-6659,D7267535,P7037676,85593199,844352815,DE633120288234839600,PT509531,ICD10-F68.3,MED436
4111-5686-5709-5469,512,10/29,262-44-5560,D8909542,P3991214,35415191,933331996,DE754046889719306473,PT250166,ICD10-F22.6,MED417
4111-9213-6520-6601,392,11/28,225-17-8848,D5737500,P8163500,19124517,268926741,DE792711717336065257,PT321620,ICD10-F19.4,MED199
4111-8447-7046-1518,154,10/24,376-35-1472,D5527629,P3775942,28361480,781060179,DE382686751229056797,PT651763,ICD10-F79.2,MED818
4111-1729-8653-3029,570,11/27,682-69-4996,D8595527,P2745799,61656991,994831391,DE411176415617243242,PT170825,ICD10-F10.8,MED272
4111-4070-4739-7814,456,06/24,436-17-5830,D1568085,P8385574,68893751,660731621,DE502696934611150516,PT454577,ICD10-F50.3,MED667
4111-3769-4842-1690,659,08/34,520-80-4821,D5081712,P4244750,85268554,244477793,DE385722729345471124,PT163587,ICD10-F44.3,MED479
4111-1366-6873-9673,368,01/26,758-29-3754,D1201004,P2553467,44853333,554560540,DE128300100697150498,PT269396,ICD10-F50.2,MED722
4111-8850-3497-8039,120,09/25,287-22-8586,D8817147,P3978701,98445087,701816597,DE128250642134855287,PT308471,ICD10-F52.6,MED270
4111-8064-3523-9715,457,11/34,946-29-8503,D4324801,P2069813,86741261,271770649,DE718290304450467394,PT411911,ICD10-F53.8,MED997
4111-7223-8739-7566,743,06/31,280-51-2113,D5392415,P8986012,72899888,151101720,DE765443759433272513,PT424737,ICD10-F22.8,MED336
4111-2384-4618-7100,872,11/33,788-85-8891,D8845312,P5283799,17677843,450532848,DE465408666378969280,PT683543,ICD10-F46.4,MED804
4111-8998-5571-6908,317,05/31,518-44-8194,D6978737,P1766178,57192808,643549876,DE231456206191095556,PT982503,ICD10-F87.5,MED153
4111-8816-2047-9229,397,04/32,553-25-5142,D6257393,P9924679,22584323,184527847,DE813502447977209054,PT391290,ICD10-F17.8,MED214
4111-8513-4914-1512,401,10/32,372-39-7817,D1645374,P2781281,61552542,276988839,DE429208089805883195,PT317588,ICD10-F53.7,MED536
4111-2205-5894-6924,542,07/26,425-59-6042,D8838594,P1973322,39156896,133489169,DE573733833138656780,PT824241,ICD10-F62.2,MED808
4111-8290-3917-1465,236,07/30,885-85-4692,D7838239,P7716784,23070111,331585079,DE534711947001724260,PT892603,ICD10-F32.7,MED239
4111-9011-3186-7764,172,04/24,482-72-7271,D3141062,P1117371,99952673,243274582,DE439733364055143481,PT245123,ICD10-F90.6,MED110
4111-7918-7346-1129,726,01/32,180-58-6085,D2846092,P5504667,45897537,105053023,DE526667144314153931,PT371539,ICD10-F71.3,MED345
4111-1439-4433-5775,619,02/30,297-38-3997,D5045457,P4510466,84784213,949611681,DE694504407837268122,PT921908,ICD10-F85.7,MED327
4111-1805-3032-6900,318,01/25,142-39-3460,D9925827,P8719111,15500609,320656302,DE922189476402329452,PT434529,ICD10-F61.7,MED779
4111-9117-7518-8684,803,02/26,537-87-1169,D8481062,P1653206,94496775,687574022,DE561242795393539182,PT948442,ICD10-F24.3,MED158
4111-1663-3577-2881,590,05/27,463-13-1501,D2959749,P4701967,29924194,301401701,DE877526554630518516,PT778018,ICD10-F73.6,MED990
4111-6574-5169-8944,450,06/32,429-80-5207,D3905773,P2914847,38408472,672392175,DE217417675181193860,PT691794,ICD10-F81.3,MED901
4111-6490-9165-5346,514,01/24,834-89-2118,D5094661,P6275931,15186623,272964506,DE145417747580653074,PT363817,ICD10-F85.8,MED125
4111-4748-3970-6263,349,11/31,558-80-8952,D8682901,P3711726,73891770,357271893,DE702884741256880332,PT852417,ICD10-F66.8,MED793
4111-6183-3040-6962,614,06/32,289-66-8509,D1502116,P5378887,34947216,579008385,DE485781606377846287,PT748321,ICD10-F61.2,MED377
4111-6359-5447-8188,801,04/30,380-47-2528,D2278184,P9766637,44265855,431944603,DE703182327345669794,PT389882,ICD10-F92.4,MED151
