card_number,cvv,expiry,ssn,drivers_license,passport,bank_account,routing_number,iban,patient_id,diagnosis_code,medication_id
4111-5233-4345-8825,535,03/27,825-42-3606,D8257376,P2519979,34096094,367772473,DE618211126418001429,PT630944,ICD10-F95.0,MED666
4111-7617-9602-7579,256,03/28,575-21-5307,D1283669,P2615002,19861065,918197671,DE207228535599268295,PT359991,ICD10-F86.4,MED736
4111-7481-4928-8598,989,02/30,659-14-1309,D8274256,P5221206,94849490,616926733,DE889073632985279019,PT678817,ICD10-F24.8,MED777
4111-8000-5575-9536,869,11/25,760-55-9906,D4624783,P7586699,12586628,604505167,DE135447836667375705,PT747321,ICD10-F81.7,MED967
4111-7168-1015-9116,696,10/33,910-67-2244,D9977421,P6157600,64125091,321548699,DE401867823514336193,PT984363,ICD10-F39.5,MED454
4111-2197-3784-8731,668,10/33,534-92-7313,D9212229,P6772978,12934713,442446573,DE492704282503940998,PT351689,ICD10-F82.7,MED804
4111-1747-1511-3564,310,04/30,825-23-5620,D1093964,P7092749,85690338,414658129,DE326502718579064053,PT717766,ICD10-F62.7,MED870
4111-6024-5040-3183,637,09/33,624-52-9642,D1788846,P6261131,23642776,691341317,DE624156930959078069,PT948027,ICD10-F43.1,MED924
4111-9552-9241-9262,513,05/27,622-52-5654,D1603998,P7853116,27597625,514564912,DE584966792255253658,PT818541,ICD10-F41.4,MED295
4111-7614-6631-2881,706,05/32,148-46-6438,D9719857,P6520678,36736353,279165095,DE176337174241936469,PT296434,ICD10-F42.7,MED540
4111-4856-1528-1604,220,08/29,929-54-8915,D2763911,P3102264,23026152,955711530,DE915649309919051092,PT555308,ICD10-F16.7,MED122
4111-1360-5945-4458,829,02/29,336-94-7492,D5460289,P9982550,97458387,987311608,DE751524259061972629,PT181232,ICD10-F74.0,MED900
4111-8195-3619-4000,672,09/29,277-38-3734,D2229054,P4900737,52008578,233730428,DE407121240215056309,PT374929,ICD10-F78.2,MED663
4111-9843-4851-8277,500,08/33,184-66-2764,D8893724,P7994160,50953993,724391917,DE921779001091060016,PT499546,ICD10-F65.2,MED769
4111-1751-1280-6820,268,03/29,105-51-2651,D2096828,P5771623,85403715,482470384,DE685674350263328943,PT316295,ICD10-F23.1,MED881
4111-9786-9036-1256,995,04/30,100-15-6920,D6220152,P2347057,89079809,950172285,DE368864590437066895,PT636821,ICD10-F79.0,MED514
4111-2370-2541-8192,850,06/33,287-98-9674,D7198077,P9835049,97281286,139125591,DE601584271759245350,PT440069,ICD10-F87.1,MED734
4111-7847-1365-9247,973,09/34,672-43-9947,D3129558,P5626906,23933841,841600045,DE887380446102052272,PT474986,ICD10-F30.6,MED541
4111-8847-8012-5130,162,03/33,410-46-1372,D1193945,P8201952,46560009,420131168,DE421655621333188677,PT317223,ICD10-F53.6,MED437
4111-1429-1875-4176,910,03/25,888-13-9730,D9257400,P7740811,76136578,302921941,DE298369898494447606,PT902512,ICD10-F75.8,MED758
4111-8782-6491-9358,931,10/27,523-57-3392,D1742147,P3144601,12443808,567356518,DE683967375553715445,PT370629,ICD10-F91.7,MED703
4111-2260-7937-1212,148,01/34,453-93-3928,D5943538,P9862270,89431031,668271591,DE545661224385928158,PT229998,ICD10-F63.0,MED201
4111-7542-6481-6584,892,05/24,761-26-8264,D7481182,P8440934,38702902,406632196,DE587908576677478856,PT842998,ICD10-F21.7,MED114
4111-1632-7350-3947,429,11/32,493-44-3802,D9474904,P6207729,12657273,175251392,DE832955091242858808,PT653773,ICD10-F45.7,MED568
4111-1702-9411-4317,696,01/32,332-53-7880,D7730873,P4836692,96531891,511995238,DE512180159213738165,PT430417,ICD10-F55.5,MED226
4111-6831-7826-3083,759,08/31,595-87-8456,D8068872,P3804346,42963536,629046104,DE247247146566747585,PT680808,ICD10-F81.6,MED117
4111-7736-6047-8159,785,08/33,647-10-8563,D9592244,P1051065,14737843,990478374,DE248367554489090982,PT854917,ICD10-F35.5,MED487
4111-8906-6358-6133,537,11/31,334-16-6669,D5748432,P1912062,46988604,668002445,DE603382653938366577,PT669211,ICD10-F51.6,MED954
4111-8043-6466-5416,758,08/24,824-12-2692,D5560086,P3730659,24346063,472620039,DE945912878401019401,PT527885,ICD10-F15.1,MED390
4111-9473-1088-9256,753,04/32,862-39-8646,D2706237,P5055536,32840288,411068015,DE817529851303482864,PT342366,ICD10-F16.8,MED642
4111-6823-7528-7610,435,01/31,951-93-9564,D9087750,P8156615,62113613,244740753,DE224743253575647150,PT417230,ICD10-F17.1,MED850
4111-2041-9286-9767,520,03/25,989-86-5084,D6079523,P5774274,90329668,547793982,DE832133817898270084,PT574231,ICD10-F73.7,MED747
4111-4605-6084-6333,611,04/30,336-30-5891,D2984534,P4830243,92409688,278101230,DE882431939134622266,PT546678,ICD10-F70.7,MED768
4111-8086-2006-7249,465,08/26,690-67-1555,D2996073,P8654800,77812458,526975471,DE863241203696691804,PT941680,ICD10-F83.3,MED346
4111-2450-4151-8863,147,10/30,420-80-1405,D9963498,P9473258,44217809,232381078,DE575052660149064875,PT693997,ICD10-F77.2,MED621
4111-6280-7969-8309,751,04/29,560-14-9447,D3583120,P4541385,29966678,619048078,DE124578215567532297,PT922318,ICD10-F41.5,MED423
4111-1919-1082-5285,861,04/33,299-79-7140,D7563501,P8574485,24665418,665488677,DE838556508412063438,PT474750,ICD10-F27.5,MED772
4111-1175-2835-7815,950,08/30,937-63-5007,D3838183,P4035485,76292269,803400272,DE593717382743142371,PT979152,ICD10-F44.8,MED977
4111-8359-3991-3833,774,03/31,284-33-7585,D2546270,P3291296,89509187,517077652,DE472629088815340023,PT867584,ICD10-F21.6,MED319
4111-1737-1372-1054,995,04/32,748-39-2704,D8886404,P4393650,83060023,788077588,DE413500573918645469,PT191407,ICD10-F64.8,MED632
4111-9774-8108-1947,687,04/29,395-43-7184,D5893051,P3695258,65686432,720679072,DE115384739104314233,PT245600,ICD10-F98.5,MED490
4111-2623-9418-8771,867,10/24,646-24-6088,D4910841,P6129034,61943102,947407700,DE374667264748364516,PT772599,ICD10-F92.2,MED559
4111-2710-8540-7720,656,01/27,898-22-6464,D4040778,P8127094,19527320,282206274,DE318798184364979295,PT124397,ICD10-F91.6,MED972
4111-7918-9708-4399,505,04/26,238-80-7414,D1023125,P5055276,86066879,436094329,DE155306272250480187,PT782607,ICD10-F27.7,MED598
4111-3187-9856-2364,106,05/26,289-70-2422,D9412854,P1037992,62862906,294374481,DE944746564637297898,PT502983,ICD10-F84.7,MED727
4111-7901-7179-5346,775,10/28,279-15-3416,D8618381,P5466044,58363975,816340075,DE312564771359074507,PT837982,ICD10-F88.4,MED431
4111-1494-4433-7325,667,10/27,946-52-3022,D6693938,P5869507,27557580,808305405,DE317307984695857039,PT979459,ICD10-F12.3,MED243
4111-6377-1550-2607,914,07/30,297-69-1789,D7796436,P9852710,71094057,745897242,DE534828238134925993,PT755878,ICD10-F39.1,MED921
4111-5490-6915-2350,706,04/31,790-12-1665,D7339610,P4059059,28070592,504653159,DE939016715202669867,PT457786,ICD10-F94.5,MED126
4111-2640-4426-1372,468,04/26,239-24-6130,D1654558,P5872883,60556616,114198249,DE678482510135809384,PT350729,ICD10-F28.0,MED155
4111-7108-1746-5486,514,07/25,996-13-7096,D5087761,P5268085,62007533,534601719,DE251489388111836082,PT158991,ICD10-F24.7,MED681
4111-4772-3556-3507,993,05/34,566-79-2813,D9722197,P5463187,91617907,977888884,DE937175626207548319,PT993525,ICD10-F96.8,MED220
4111-8365-1080-5875,396,06/31,862-10-4993,D9045874,P2154476,66496879,107869300,DE277459652092322698,PT815509,ICD10-F52.0,MED205
4111-9721-6190-6084,609,11/26,977-20-5605,D3448395,P2080733,14139562,117519841,DE219125246067055149,PT680030,ICD10-F11.6,MED651
4111-2293-9457-4328,686,03/25,157-61-4459,D7381387,P5551116,39603382,712570179,DE233791302455619724,PT136487,ICD10-F31.6,MED917
4111-1799-9546-8902,821,06/28,988-82-5406,D5703569,P4938838,30692312,120366742,DE122391413242682448,PT434567,ICD10-F63.7,MED491
4111-3211-7724-4649,355,02/33,281-75-9034,D5464345,P2340009,68650816,638466072,DE231013672316795168,PT396455,ICD10-F79.2,MED661
4111-6428-5346-9670,345,05/33,345-91-6446,D7902207,P7549690,50505504,659265086,DE366425330607145996,PT130138,ICD10-F63.5,MED731
4111-8867-9705-1364,905,01/27,204-20-4764,D5287597,P6770832,27603047,115327200,DE383332580662112253,PT813332,ICD10-F12.7,MED553
4111-4451-5444-1888,800,05/34,431-79-1778,D7163077,P5182938,36712495,585352349,DE689997739208911685,PT703093,ICD10-F71.3,MED124
4111-5599-4226-4666,249,11/29,734-40-6913,D6382341,P2376901,97027541,822379631,DE927011535479961419,PT834460,ICD10-F68.0,MED916
4111-7570-7052-5891,555,06/33,592-16-3777,D4511859,P6935258,82047905,485483397,DE376246870425471772,PT250420,ICD10-F12.8,MED940
4111-2420-1628-3878,397,03/24,920-60-7288,D5120902,P5803238,73071304,692810857,DE173870864917572242,PT744104,ICD10-F81.8,MED568
4111-7119-7240-1456,471,08/34,307-57-9572,D3429463,P4056146,37342968,924359402,DE923474109027698575,PT450029,ICD10-F25.8,MED174
4111-7035-2312-8205,872,09/26,594-17-6347,D6225595,P9066335,71119055,302904492,DE846272949349828571,PT110242,ICD10-F90.6,MED458
4111-9813-5790-4725,101,06/28,338-93-2260,D5397603,P1951141,10626297,854838067,DE181052946695429798,PT650074,ICD10-F58.6,MED355
4111-8619-4486-1931,461,01/24,829-32-9238,D7367560,P4963285,83307060,547249247,DE615857838932616104,PT137146,ICD10-F46.4,MED741
4111-6752-9355-7053,562,05/29,510-79-6854,D7089691,P1657891,36982652,335691163,DE212912253063064535,PT871362,ICD10-F44.7,MED739
4111-3514-1252-8825,699,02/29,235-77-4953,D2205965,P5841955,70113462,133546095,DE612591365275582295,PT453229,ICD10-F49.6,MED307
4111-4186-5950-3676,393,07/26,185-93-7170,D8585716,P6911824,83614005,965591067,DE227403915751417693,PT237645,ICD10-F42.7,MED504
4111-1217-5614-3698,481,04/29,696-61-1894,D3092615,P8971270,25960133,362317666,DE407583536617892632,PT657255,ICD10-F14.2,MED471
4111-4576-3529-5979,595,09/29,476-24-3172,D4755242,P1899776,87568482,403610988,DE411416858251530194,PT851076,ICD10-F22.2,MED593
4111-1658-1523-4920,866,08/29,128-79-2816,D6073668,P1486186,21127551,331942898,DE641116415639163976,PT759367,ICD10-F76.2,MED986
