card_number,cvv,expiry,ssn,drivers_license,passport,bank_account,routing_number,iban,patient_id,diagnosis_code,medication_id
4111-9408-2507-5384,786,05/30,234-73-9288,D8190805,P7944943,58405171,409716747,DE972686280619180778,PT197543,ICD10-F48.5,MED483
4111-6721-7667-4015,921,06/29,528-68-6453,D2416327,P1003150,79601352,916989647,DE469443593782856608,PT309763,ICD10-F31.7,MED555
4111-2213-8459-7369,208,04/33,266-16-7093,D8832103,P2797323,50559671,170233717,DE611327777243267687,PT758843,ICD10-F34.4,MED576
4111-8757-1943-1742,140,05/28,501-94-4367,D8759837,P6186792,77275467,156391112,DE721961349211351774,PT104167,ICD10-F32.5,MED451
4111-3539-2853-5270,572,03/32,121-92-5228,D8008715,P3071873,69657873,498424971,DE147840658975094036,PT257897,ICD10-F88.3,MED941
4111-9631-1245-1531,184,11/28,473-50-7140,D8964283,P6301911,20038893,728846946,DE943017435406800376,PT225038,ICD10-F71.6,MED735
4111-8854-7353-4689,424,07/30,163-64-5155,D5598604,P2879838,75495947,482624047,DE431034584011962139,PT885737,ICD10-F49.0,MED588
4111-5907-4846-7668,255,07/28,592-65-3912,D8554339,P9916912,33887033,108761843,DE846553087563701944,PT503944,ICD10-F76.1,MED928
4111-1603-5844-6485,405,03/24,361-97-1628,D9611808,P2045324,61571564,995238082,DE779174384266139136,PT494948,ICD10-F79.8,MED712
4111-9294-6866-5039,167,10/28,762-59-1825,D9737691,P5587539,16384042,545684355,DE108960745575294077,PT969221,ICD10-F14.3,MED649
4111-3125-2730-5503,265,07/32,522-63-2581,D5844075,P7405311,27284203,318825711,DE238670838510857940,PT397736,ICD10-F74.6,MED253
4111-5790-7491-1782,909,09/29,493-45-5941,D1744037,P2313942,89495071,433013346,DE422131060880605889,PT797241,ICD10-F77.5,MED523
4111-6822-4495-6346,580,04/30,277-59-6500,D7819031,P3935416,61537440,593350964,DE396782474948212724,PT375326,ICD10-F69.0,MED447
4111-4863-3229-1545,676,04/26,960-89-5465,D1337892,P5791938,80745418,510752548,DE747925361651170469,PT929632,ICD10-F79.5,MED292
4111-1699-5722-6982,366,01/25,915-13-8721,D1448146,P7306452,16747998,820273447,DE661793836047138181,PT616728,ICD10-F24.8,MED440
4111-4565-8321-1211,316,02/34,882-31-8641,D8348485,P9741218,42115772,832621323,DE395288598382484011,PT589356,ICD10-F89.7,MED571
4111-2628-9573-3427,221,09/31,673-83-5886,D8395368,P1014764,65072449,824369126,DE987828097320702333,PT892304,ICD10-F79.6,MED589
4111-1152-5602-6454,107,02/28,375-43-9320,D2081382,P2562441,40514206,879963451,DE557591094345772167,PT261850,ICD10-F46.4,MED436
4111-2419-2667-9568,529,01/27,258-77-1484,D9303267,P4916789,23184158,711223907,DE937711347778283788,PT906950,ICD10-F26.3,MED563
4111-9214-1654-1117,143,04/33,590-59-1225,D7573579,P6049647,84946244,133940667,DE207327678577331988,PT696059,ICD10-F96.3,MED866
4111-8862-1345-4961,307,02/24,282-61-6812,D4288208,P8717150,27370931,648328674,DE549374468869325048,PT724359,ICD10-F46.5,MED283
4111-9978-1311-6867,529,01/33,711-80-6893,D8308768,P5898201,40897040,435696166,DE844301587416116818,PT513793,ICD10-F86.4,MED394
4111-2068-6295-6325,623,11/34,736-19-4361,D9290062,P7276084,67725352,227780925,DE714417108442634198,PT739140,ICD10-F62.6,MED277
4111-9074-3645-7499,962,09/29,387-79-2649,D4031198,P6244709,84594426,321409901,DE343231116106820332,PT961905,ICD10-F19.2,MED358
4111-8031-1939-2238,689,07/24,470-48-3441,D3493576,P1949976,53152987,288352215,DE737773333851080547,PT560246,ICD10-F16.2,MED194
4111-9510-8885-5644,237,07/32,250-80-1426,D6920064,P3462144,36720103,104052683,DE988216868610567925,PT200615,ICD10-F80.4,MED710
4111-3509-6727-3869,955,03/26,577-44-1385,D7504709,P7256807,43810191,441378055,DE935235625180683241,PT728207,ICD10-F92.1,MED758
4111-1136-5102-3073,502,01/28,922-23-7392,D8472466,P4615845,15025596,148638267,DE568458604882522461,PT412813,ICD10-F55.2,MED113
4111-4008-1810-8054,946,03/33,476-67-7610,D8997078,P4319664,19181655,852025895,DE531466619182497048,PT437619,ICD10-F72.6,MED876
4111-5721-4173-4038,588,09/25,246-46-6079,D3700849,P2987405,96517589,870903242,DE853419485983408923,PT536814,ICD10-F76.6,MED462
4111-6309-1549-5173,545,06/27,375-59-9877,D1964539,P1364302,78038109,507539574,DE765631599254842152,PT797317,ICD10-F48.1,MED294
4111-9550-4698-8805,685,11/33,833-70-2622,D7293743,P1804312,28241249,637214019,DE876545975167598078,PT874822,ICD10-F48.6,MED639
4111-2657-5366-7348,583,03/32,149-10-2760,D2658800,P1794740,53857281,120013185,DE604424777184704949,PT753613,ICD10-F83.4,MED849
4111-4144-8971-7469,203,07/25,888-72-6038,D5449429,P9552894,89672210,991656282,DE893439575779675426,PT829530,ICD10-F74.2,MED350
4111-1072-3965-8332,809,05/25,443-27-7809,D8744680,P4635679,44203614,299143640,DE898602528901535653,PT858707,ICD10-F56.0,MED149
4111-4599-8447-6190,327,01/34,909-46-1903,D3073691,P4158398,79466588,768837079,DE485953708616667133,PT479131,ICD10-F22.8,MED728
4111-1229-1165-5348,507,02/27,845-38-1758,D4821479,P3273895,32049602,863480898,DE986480208164140023,PT697795,ICD10-F66.6,MED336
4111-9775-4884-2310,976,05/29,178-61-2832,D3280430,P3718796,19072595,952838489,DE207576953919673351,PT888043,ICD10-F72.2,MED367
4111-1739-9256-6352,816,06/28,616-52-1020,D4404706,P8077734,36270835,190403507,DE965942611155098333,PT692399,ICD10-F21.3,MED244
4111-4116-8780-6338,152,02/24,802-43-7409,D2068220,P9652936,53200788,944682069,DE783080515187266804,PT586395,ICD10-F50.2,MED477
4111-9674-1144-5572,861,11/33,315-16-7803,D1929402,P5837681,95268692,227771397,DE887840233890026254,PT914604,ICD10-F60.1,MED527
4111-2620-3898-6224,718,07/26,452-12-2341,D5964992,P4610568,26756934,127214665,DE652095533526595129,PT506955,ICD10-F62.6,MED677
4111-9810-7262-7775,401,01/32,458-35-3941,D9189571,P9892823,41496793,241456930,DE909752519756581958,PT732992,ICD10-F87.2,MED887
4111-6623-1661-7435,974,04/29,850-39-5552,D9146905,P9807419,70235559,183181078,DE816950890526893937,PT934618,ICD10-F96.5,MED409
4111-9871-9636-1664,681,10/30,310-68-8391,D2688477,P1583314,39155769,683717637,DE671607219461863568,PT167830,ICD10-F40.0,MED755
4111-8621-8665-9704,773,04/31,228-14-3476,D7876757,P8397951,39244745,479690923,DE626710757820921958,PT297704,ICD10-F38.4,MED804
4111-9853-6080-3527,594,10/24,131-73-9781,D4206706,P5835293,68355754,629274416,DE235618456565630837,PT952216,ICD10-F53.1,MED683
4111-2349-3600-1421,551,06/32,185-80-4801,D7716655,P9745631,42772263,183948527,DE501966852777695821,PT555757,ICD10-F21.5,MED698
4111-1738-8003-3193,734,02/26,917-31-8477,D6095037,P7712478,81503572,382503050,DE964805207832000512,PT271543,ICD10-F80.1,MED331
4111-2048-4229-4880,925,03/29,402-53-5844,D3579713,P1721811,97815430,292816519,DE961593128272481377,PT401318,ICD10-F27.1,MED625
4111-4218-1049-8098,930,02/33,405-17-8095,D1479970,P6919045,10671369,361690329,DE773405348916843359,PT688873,ICD10-F84.4,MED538
4111-5240-7783-8086,974,05/29,702-73-9521,D2385494,P7443488,19938439,121552740,DE539559392926985315,PT802839,ICD10-F41.8,MED247
4111-5370-9860-3183,220,09/30,768-33-6218,D5551086,P6048654,42109803,768366648,DE877007125861212509,PT745634,ICD10-F54.3,MED246
4111-8710-3664-7638,851,08/34,244-53-5077,D1340019,P8153232,91157212,636724856,DE884746345184426648,PT244986,ICD10-F55.3,MED512
4111-7627-2193-4606,997,01/31,876-48-9728,D2364896,P4517248,85379886,161266286,DE681932557604535130,PT971317,ICD10-F73.6,MED578
4111-8055-9861-9916,210,02/26,472-51-2737,D1814892,P5913886,81377152,810527015,DE979037598537113538,PT210149,ICD10-F42.2,MED853
4111-3302-3109-9924,620,02/28,191-67-2024,D6911715,P1046045,86817781,842217334,DE238153005219409409,PT183911,ICD10-F59.7,MED455
4111-3081-8075-9864,851,08/30,538-40-2217,D1356455,P5870734,24869264,520368052,DE554286334546846708,PT534254,ICD10-F27.1,MED369
4111-5351-9906-7940,559,10/25,296-65-9164,D3102013,P6204553,11954278,402206240,DE792535239760613946,PT937733,ICD10-F87.8,MED751
4111-6918-4920-6697,845,08/31,780-63-3545,D4631272,P7803127,31802983,309500648,DE372535253729545735,PT914089,ICD10-F55.8,MED927
4111-5491-3910-4578,458,10/24,978-46-4597,D8356802,P3787864,73485409,214044143,DE401255218107851982,PT481641,ICD10-F90.5,MED500
4111-6768-2251-7543,433,09/33,684-67-8728,D1000952,P6729773,32819107,547109894,DE467570129954250243,PT949199,ICD10-F27.3,MED281
4111-7641-1023-6409,497,08/25,860-79-3624,D2973186,P4283632,37344056,198076380,DE845541051730184511,PT541590,ICD10-F10.3,MED863
4111-6214-8232-2645,775,03/27,137-13-3100,D9302092,P4097283,48065991,752818997,DE879067579357041438,PT804358,ICD10-F22.0,MED259
4111-1561-2739-3076,275,06/34,603-80-9193,D4062387,P5456860,81957897,596501580,DE839080201833107138,PT298533,ICD10-F27.8,MED771
4111-3236-3095-3872,146,01/34,275-46-6212,D7451091,P3175435,95844191,870443298,DE279236281947748712,PT229787,ICD10-F75.5,MED416
4111-9306-5766-7067,642,06/29,576-37-6550,D4834432,P4015337,70043298,188883725,DE777024428121685449,PT959614,ICD10-F28.6,MED731
4111-3168-1960-3531,787,10/32,133-98-9425,D9375496,P1567575,61007232,631483445,DE319264287008982605,PT879533,ICD10-F10.7,MED340
4111-2203-2592-2334,775,02/29,654-65-3159,D5931156,P8928456,17999227,588246083,DE243556390072882146,PT421858,ICD10-F98.5,MED811
4111-3308-5218-3647,679,11/26,989-87-3383,D3239378,P9979872,73942049,104056582,DE566624375734861911,PT174647,ICD10-F95.0,MED937
4111-6953-2820-8750,361,06/34,356-78-2566,D8438913,P8459555,58633354,347637767,DE352221386085983985,PT103274,ICD10-F68.0,MED655
4111-7667-1153-4691,398,01/24,412-63-9745,D2498586,P4923017,42305946,586613204,DE928093175218991910,PT140814,ICD10-F79.0,MED894
4111-5893-8256-2507,421,10/29,278-82-8312,D1870052,P8024602,78700801,970594965,DE286052801148107972,PT408571,ICD10-F44.4,MED548
4111-6739-4459-3044,228,11/27,924-20-1445,D8218747,P4243221,62111291,267622915,DE184871818392748176,PT709169,ICD10-F16.7,MED408
