card_number,cvv,expiry,ssn,drivers_license,passport,bank_account,routing_number,iban,patient_id,diagnosis_code,medication_id
4111-4708-2458-7717,889,08/27,855-13-8191,D9047820,P3188146,39258133,744113507,DE341468724220310425,PT354206,ICD10-F43.5,MED968
4111-9199-1821-5238,896,08/30,765-91-8415,D4458737,P4313686,75138007,631548801,DE314630859038799473,PT141512,ICD10-F83.6,MED695
4111-4212-4934-5420,994,09/32,841-67-1204,D1134645,P8974108,81939573,525614467,DE324895282643964601,PT299439,ICD10-F10.0,MED725
4111-5782-7791-6373,327,11/25,647-90-6167,D3214229,P1423971,22431305,393798534,DE585967189192021754,PT637359,ICD10-F50.2,MED562
4111-2982-1482-1525,300,02/32,539-63-8777,D5674748,P3523420,42340028,651454112,DE354645973982723234,PT152860,ICD10-F62.2,MED735
4111-3375-3356-1094,783,10/30,475-33-5623,D8333831,P3366750,42667668,475678327,DE214717132147408060,PT126463,ICD10-F66.2,MED942
4111-5376-3579-2655,266,03/33,680-91-5005,D3355402,P7633848,39085356,766441504,DE171216949601061795,PT759843,ICD10-F17.3,MED419
4111-9690-5261-1843,575,02/26,143-28-4691,D5593560,P9709530,33860620,272322229,DE472035859189720010,PT461859,ICD10-F46.8,MED342
4111-8166-8853-1428,817,10/25,606-34-8171,D2732428,P9414391,25879274,961930357,DE143682437947522451,PT572240,ICD10-F44.7,MED353
4111-9660-2157-6745,465,08/34,524-47-2759,D9214797,P6999038,49424083,829007191,DE154059817772126128,PT669306,ICD10-F40.0,MED810
4111-3635-2027-1662,956,03/25,427-62-3532,D4298659,P7023567,47042345,312540690,DE831449584415666516,PT667715,ICD10-F92.5,MED866
4111-1011-6501-3415,782,11/33,578-84-1721,D4448746,P6878930,14082619,431058166,DE117166653569863729,PT255164,ICD10-F50.4,MED411
4111-3328-7836-7290,551,06/32,967-71-1944,D3199236,P1397440,79523723,153123111,DE669884753295353529,PT150457,ICD10-F23.5,MED270
4111-8925-2102-5783,648,08/34,156-22-8924,D8100374,P8317065,76483456,522331785,DE334671187035757525,PT276212,ICD10-F74.3,MED803
4111-6567-5775-6535,208,04/25,408-13-1467,D2347730,P6600884,85064068,420651149,DE729399805060180899,PT697212,ICD10-F83.1,MED419
4111-8602-2034-4644,750,09/34,367-11-7009,D3529602,P3995843,48966685,139954936,DE961878146297500085,PT162482,ICD10-F41.1,MED615
4111-1056-5790-2568,557,01/31,198-86-1311,D3586093,P2286290,54253078,670175537,DE947364994592059208,PT925727,ICD10-F17.6,MED372
4111-4338-5545-2669,342,05/32,925-28-5906,D2412144,P4825139,44685081,753251952,DE945270255026881362,PT978928,ICD10-F22.3,MED911
4111-8195-8484-5416,971,02/34,615-98-6323,D1190027,P5988978,45858778,415181124,DE313872058554898896,PT949725,ICD10-F72.5,MED406
4111-4761-8169-3393,521,11/29,812-90-3020,D8407362,P8138033,30735701,820657333,DE551570019901897657,PT433062,ICD10-F61.1,MED327
4111-4267-4886-5787,775,10/32,168-51-4806,D9109015,P4575492,22338634,492264296,DE939358309315910102,PT114976,ICD10-F95.0,MED392
4111-4793-3536-3273,915,08/28,502-66-8643,D3817604,P7514881,44229954,208636981,DE841442948639837964,PT435347,ICD10-F95.3,MED424
4111-8249-3226-3680,268,03/26,752-49-6945,D5741752,P4416404,79719944,539355418,DE171193726136863918,PT556078,ICD10-F98.5,MED364
4111-7927-8504-5958,858,07/33,596-35-9047,D6552541,P5195991,13536444,497134231,DE879493358022186594,PT307110,ICD10-F83.8,MED990
4111-3186-8435-8343,756,10/27,273-34-7695,D6004780,P4681260,55018105,964724958,DE827272089008981886,PT411007,ICD10-F36.2,MED210
4111-4497-5783-6694,930,03/28,368-14-1486,D1644498,P8662630,15309649,506100833,DE315240453654424892,PT847758,ICD10-F43.8,MED634
4111-3089-1873-5868,563,02/24,541-90-3292,D6496280,P4241556,45874358,876701596,DE247953008104208576,PT439786,ICD10-F68.4,MED604
4111-2110-6747-7621,427,11/32,692-57-1229,D5142486,P5424853,32583558,834076447,DE538015594447753875,PT788789,ICD10-F19.5,MED933
4111-2146-4400-1274,303,03/25,604-51-3852,D4305984,P3505009,58092246,432689665,DE419124118902988430,PT311594,ICD10-F12.5,MED768
4111-7797-9278-7690,789,01/26,387-20-5271,D8983415,P9946225,90332485,986187755,DE598678127313687729,PT446409,ICD10-F88.3,MED535
4111-5415-3437-4016,384,02/30,888-39-9179,D5581690,P2214609,84337137,901558365,DE848481856722582331,PT362174,ICD10-F37.5,MED422
4111-7710-6117-7650,867,04/29,313-91-1867,D5688041,P3494627,88850824,538591453,DE755984119593002671,PT239950,ICD10-F74.4,MED385
4111-1894-6690-5360,208,04/32,876-75-7205,D6089962,P3172010,31575373,650014864,DE781943410536294838,PT189583,ICD10-F43.7,MED307
4111-5952-4045-8227,548,10/28,322-84-9541,D2359627,P2520929,48072843,685875055,DE374212511355006879,PT566603,ICD10-F24.4,MED600
4111-9347-6761-3816,438,05/28,583-95-2146,D4648847,P1102816,41998109,680685325,DE227888738690150408,PT519428,ICD10-F75.0,MED711
4111-9994-7008-9448,620,07/25,370-21-5790,D7789015,P7873536,34272729,585139586,DE365785928994342716,PT610753,ICD10-F42.5,MED519
4111-2589-8383-7171,912,06/26,398-90-5659,D8570834,P6048340,29962786,699088062,DE505569027627092761,PT598561,ICD10-F88.8,MED722
4111-6341-7579-2764,929,04/32,795-87-3835,D3327983,P7979244,59030313,996349024,DE387457324605253726,PT481341,ICD10-F75.8,MED831
4111-8711-9618-6752,277,07/31,682-73-8637,D2041509,P1901150,49210724,259131743,DE324167085062332155,PT483599,ICD10-F23.8,MED102
4111-8336-3527-9814,976,04/29,410-44-9796,D9542303,P6944957,26644882,397376582,DE581815724826025883,PT452063,ICD10-F14.1,MED301
4111-1996-9522-9363,280,08/30,872-43-1969,D9487197,P4514786,94793483,332768525,DE814368270676095598,PT138740,ICD10-F18.1,MED732
4111-6801-3643-1187,907,05/34,780-75-6377,D9736175,P4362651,55311142,711417279,DE118777202751483139,PT715620,ICD10-F28.5,MED693
4111-6186-7863-6106,342,05/29,287-92-3941,D2632278,P5787479,41714671,440117814,DE577273529963692630,PT824567,ICD10-F57.1,MED840
4111-5949-7636-1408,105,03/25,617-27-3239,D4100962,P5565600,71163816,295477117,DE446408974002842793,PT478934,ICD10-F86.7,MED202
4111-6548-8891-2513,603,04/27,463-20-6315,D7989076,P3013259,86744397,289520536,DE636014944525761294,PT698923,ICD10-F76.1,MED949
4111-8449-9933-6330,365,06/33,961-95-7827,D3271998,P9998905,49258265,506903752,DE473559101074125058,PT769434,ICD10-F78.5,MED811
4111-7427-4026-2526,675,11/28,808-56-6977,D9309170,P2547471,89000101,686349824,DE682133529228829115,PT364135,ICD10-F69.4,MED356
4111-7301-7735-7505,839,11/31,976-51-1067,D8633080,P4029364,43521637,623794514,DE826457357037390837,PT494368,ICD10-F38.4,MED177
4111-7364-2076-6127,854,04/27,425-36-3630,D7972572,P3251375,77931828,485643760,DE264891898316646840,PT545172,ICD10-F56.0,MED499
4111-2470-5533-4834,147,02/27,430-73-1174,D6527671,P2124915,94837788,364295461,DE348319030550143827,PT636774,ICD10-F90.6,MED469
4111-2011-4145-1517,956,05/24,892-95-6106,D1691427,P9113036,76090965,834213418,DE401499895215981242,PT173443,ICD10-F66.8,MED762
4111-6778-7636-4298,923,01/28,927-37-8295,D7291496,P8136605,64566550,315518151,DE646218942479661080,PT637117,ICD10-F51.0,MED402
4111-3190-7762-7042,319,06/30,976-65-9690,D6958057,P8242655,84981852,184168197,DE784544437953508974,PT514250,ICD10-F87.3,MED729
4111-8221-3346-1558,737,09/25,477-44-5645,D6464667,P4715857,12210918,362532664,DE478802699341093039,PT169208,ICD10-F62.0,MED667
4111-8149-3987-3950,440,01/32,506-74-5774,D4127274,P8116143,14296645,774009830,DE843239370719427422,PT464618,ICD10-F79.8,MED193
4111-1563-4205-9769,979,05/29,855-61-9545,D9471483,P3804104,40230084,949079701,DE876262853079983569,PT469374,ICD10-F71.3,MED767
4111-3696-9997-8660,748,10/25,773-87-3794,D8198315,P3521427,96897575,425781762,DE897233803713623407,PT141139,ICD10-F67.7,MED469
4111-5822-5214-1962,343,09/30,608-88-7739,D2409145,P3674552,48477807,291037473,DE612761172454516015,PT460166,ICD10-F94.2,MED350
4111-2130-9808-9740,252,08/34,888-74-3084,D8671542,P3273645,98518147,555092024,DE568953924130637391,PT546507,ICD10-F54.7,MED116
4111-4811-5596-3522,344,01/24,885-22-7429,D9061940,P2015750,31462615,454272049,DE548043705480927408,PT635956,ICD10-F58.1,MED804
4111-4229-7700-8184,114,10/33,901-45-8378,D5596048,P1962135,81064946,866622663,DE634569384726323364,PT886172,ICD10-F91.5,MED980
4111-2103-3569-2212,706,10/30,453-67-6391,D3581271,P8277637,46868681,572213635,DE759325317550827302,PT766207,ICD10-F29.4,MED483
4111-1024-9504-6336,432,09/27,983-94-1443,D2914282,P4129803,14125612,142461161,DE183112880896682450,PT739613,ICD10-F33.4,MED734
4111-8685-9154-4469,586,07/28,560-95-4340,D8739908,P7776634,39980816,920263935,DE749146397733568179,PT642918,ICD10-F10.1,MED422
4111-2161-3404-9082,423,07/27,847-73-6188,D4736689,P6008060,29378569,871988080,DE463517088393240291,PT838755,ICD10-F13.7,MED952
4111-5953-4625-4326,695,08/33,646-47-8783,D5068988,P9867520,51857904,548414631,DE779369116840731250,PT255154,ICD10-F94.7,MED398
4111-1589-9380-9072,406,07/33,571-48-5774,D5253105,P7597145,89088721,123500870,DE522140506307310325,PT905311,ICD10-F83.0,MED499
4111-4206-6749-4356,669,06/26,721-51-9163,D6669269,P4638477,61125514,607380351,DE399305764491172156,PT819687,ICD10-F24.5,MED450
4111-9090-5910-4796,220,10/27,143-65-9737,D6246396,P5592382,42575226,953919729,DE582885118211443192,PT652542,ICD10-F27.2,MED833
4111-5939-2119-3991,111,06/26,519-77-2655,D3416525,P9423689,26374006,191691036,DE268782310425055647,PT816437,ICD10-F90.3,MED258
4111-2160-1263-3064,787,07/27,603-65-4320,D6506249,P4914044,14190710,922543845,DE928372518576824442,PT939533,ICD10-F26.5,MED887
4111-8056-1463-5775,609,01/31,405-26-5839,D1040559,P7598687,66289667,613573018,DE258928567787238457,PT572547,ICD10-F46.0,MED475
4111-1702-6795-6682,283,05/32,641-23-1999,D3447088,P6483142,72556105,982449561,DE356289409458290797,PT682749,ICD10-F19.8,MED622
4111-2921-3300-4615,785,09/28,325-37-3469,D5621620,P1616263,86840735,619570492,DE115993581833645685,PT542725,ICD10-F21.0,MED869
